Spot / Vendor,Type
The Istana Spa & Detox - Uluwatu,['Spa & Kebugaran (7)']
Esthetic Day Spa - Uluwatu,['Spa & Kebugaran (7)']
The Spa at The edge - Uluwatu,['Spa & Kebugaran (7)']
Bali Touch Massage - Uluwatu,['Spa & Kebugaran (7)']
Qi Holistic Spa - Uluwatu,['Spa & Kebugaran (7)']
Tara Green Hydroponic Farm & Cafe - Uluwatu,"['Kursus & Sanggar (4)', 'Pemandangan & Tengara (2)', 'Makanan & Minuman (1)']"
Sunset Point Uluwatu - Uluwatu,"['Hiburan malam (3)', 'Pemandangan & Tengara (2)']"
Omnia Bali Day Club - Uluwatu,['Hiburan malam (3)']
Il Bar - Uluwatu,['Hiburan malam (3)']
omBali Uluwatu - Uluwatu,['Tempat Belanja (2)']
Dpm Diving Gili - Gili Trawangan,"['Tur (65)', 'Aktivitas Luar Ruangan (65)', 'Tur dengan Perahu & Olahraga Air (60)']"
Dive Central Gili - Gili Trawangan,"['Tur (65)', 'Aktivitas Luar Ruangan (65)', 'Tur dengan Perahu & Olahraga Air (60)']"
Uber Scuba - Gili Trawangan,"['Tur (65)', 'Aktivitas Luar Ruangan (65)', 'Tur dengan Perahu & Olahraga Air (60)']"
DSM Dive - Gili Trawangan - Gili Trawangan,"['Tur (65)', 'Aktivitas Luar Ruangan (65)', 'Tur dengan Perahu & Olahraga Air (60)']"
Diversia Diving - Gili Trawangan,"['Tur (65)', 'Aktivitas Luar Ruangan (65)', 'Tur dengan Perahu & Olahraga Air (60)']"
Gili Divers - Gili Trawangan,"['Tur (65)', 'Aktivitas Luar Ruangan (65)', 'Tur dengan Perahu & Olahraga Air (60)']"
Blue Marlin Dive Gili Trawangan - Gili Trawangan,"['Tur (65)', 'Aktivitas Luar Ruangan (65)', 'Tur dengan Perahu & Olahraga Air (60)']"
Pusat Menyelam Trawangan Dive Centre - Gili Trawangan,"['Tur (65)', 'Aktivitas Luar Ruangan (65)', 'Tur dengan Perahu & Olahraga Air (60)']"
Gili IDC - Gili Trawangan,"['Tur (65)', 'Aktivitas Luar Ruangan (65)', 'Tur dengan Perahu & Olahraga Air (60)']"
Manta Dive - Gili Trawangan,"['Tur (65)', 'Aktivitas Luar Ruangan (65)', 'Tur dengan Perahu & Olahraga Air (60)']"
Sunshine Dive - Gili Trawangan,"['Tur (65)', 'Aktivitas Luar Ruangan (65)', 'Tur dengan Perahu & Olahraga Air (60)']"
Blue Marine Dive - Gili Trawangan,"['Tur (65)', 'Aktivitas Luar Ruangan (65)', 'Tur dengan Perahu & Olahraga Air (60)']"
Mango Dive - Gili Trawangan,"['Tur (65)', 'Aktivitas Luar Ruangan (65)', 'Tur dengan Perahu & Olahraga Air (60)']"
Fly Gili SUP Yoga - Gili Trawangan,"['Tur (65)', 'Aktivitas Luar Ruangan (65)', 'Tur dengan Perahu & Olahraga Air (60)']"
Compass Divers - Gili Trawangan,"['Tur (65)', 'Aktivitas Luar Ruangan (65)', 'Tur dengan Perahu & Olahraga Air (60)']"
Gili Scuba Diving - Gili Trawangan,"['Tur (65)', 'Aktivitas Luar Ruangan (65)', 'Tur dengan Perahu & Olahraga Air (60)']"
Big Bubble Dive - Gili Trawangan,"['Tur (65)', 'Aktivitas Luar Ruangan (65)', 'Tur dengan Perahu & Olahraga Air (60)']"
Subwing Gili Islands - Gili Trawangan,"['Tur (65)', 'Aktivitas Luar Ruangan (65)', 'Tur dengan Perahu & Olahraga Air (60)']"
Buddha Dive - Gili Trawangan,"['Tur (65)', 'Aktivitas Luar Ruangan (65)', 'Tur dengan Perahu & Olahraga Air (60)']"
Gili Hai Snorkeling Pontoons - Gili Trawangan,"['Tur (65)', 'Aktivitas Luar Ruangan (65)', 'Tur dengan Perahu & Olahraga Air (60)']"
Menyelam - Lutwala Dive - Gili Trawangan,"['Tur (65)', 'Aktivitas Luar Ruangan (65)', 'Tur dengan Perahu & Olahraga Air (60)']"
Dream Divers - Gili Trawangan,"['Tur (65)', 'Aktivitas Luar Ruangan (65)', 'Tur dengan Perahu & Olahraga Air (60)']"
Seawalker di Hotel Vila Ombak - Gili Trawangan,"['Tur (65)', 'Aktivitas Luar Ruangan (65)', 'Tur dengan Perahu & Olahraga Air (60)']"
Scallywag Divers - Gili Trawangan - Gili Trawangan,"['Tur (65)', 'Aktivitas Luar Ruangan (65)', 'Tur dengan Perahu & Olahraga Air (60)']"
Revolution Dive Gili - Gili Trawangan,"['Tur (65)', 'Aktivitas Luar Ruangan (65)', 'Tur dengan Perahu & Olahraga Air (60)']"
Bongkas Surf School - Gili Trawangan,"['Tur (65)', 'Aktivitas Luar Ruangan (65)', 'Tur dengan Perahu & Olahraga Air (60)']"
Jiggy Boat Party - Gili Trawangan,"['Tur (65)', 'Aktivitas Luar Ruangan (65)', 'Tur dengan Perahu & Olahraga Air (60)']"
Fulladrenalin Dive Gili - Gili Trawangan,"['Tur (65)', 'Aktivitas Luar Ruangan (65)', 'Tur dengan Perahu & Olahraga Air (60)']"
Vila Ombak Divers - Gili Trawangan,"['Tur (65)', 'Aktivitas Luar Ruangan (65)', 'Tur dengan Perahu & Olahraga Air (60)']"
Lombok 3 Gili Island day tour with Zy Trip 3 gili - Gili Trawangan,"['Tur (65)', 'Aktivitas Luar Ruangan (65)', 'Tur dengan Perahu & Olahraga Air (60)', 'Transportasi (14)']"
Azure Spa at Pesona Resort - Gili Trawangan,['Spa & Kebugaran (21)']
Sunset Beach Yoga Gili Trawangan - Gili Trawangan,['Spa & Kebugaran (21)']
Wagwan Spa - Gili Trawangan - Gili Trawangan,['Spa & Kebugaran (21)']
Gili Flower Bath SPA - Gili Trawangan,['Spa & Kebugaran (21)']
Stylist Spa Hair & Beauty Salon - Gili Trawangan,['Spa & Kebugaran (21)']
Spa Ottalia Gili Trawangan - Gili Trawangan,['Spa & Kebugaran (21)']
Soraya Yoga Wellness Center - Gili Trawangan,['Spa & Kebugaran (21)']
Santai Spa - Gili Trawangan,['Spa & Kebugaran (21)']
Dayang Spa - Gili Trawangan,['Spa & Kebugaran (21)']
Evolution Spa - Gili Trawangan,['Spa & Kebugaran (21)']
GiliFit - Day Class - Gili Trawangan,['Spa & Kebugaran (21)']
The Rose Spa - Gili Trawangan,['Spa & Kebugaran (21)']
Stylist Hair & Beauty Salon - Gili Trawangan,['Spa & Kebugaran (21)']
Brown Bamboo Spa - Gili Trawangan,['Spa & Kebugaran (21)']
Amadis Spa & Beauty - Gili Trawangan,['Spa & Kebugaran (21)']
Exqisit Villa & Spa - Gili Trawangan,['Spa & Kebugaran (21)']
The Yoga House - Gili Trawangan,['Spa & Kebugaran (21)']
Les Villas Ottalia Spa - Gili Trawangan,['Spa & Kebugaran (21)']
Marshander Spa - Gili Trawangan,['Spa & Kebugaran (21)']
Coco Cabana Yoga - Gili Trawangan,['Spa & Kebugaran (21)']
Gili Spa - Gili Trawangan,['Spa & Kebugaran (21)']
Gili Sky Snorkling - Gili Trawangan,['Transportasi (14)']
Lombok Society - Gili Trawangan,['Transportasi (14)']
Gili Bookings - Gili Trawangan,['Transportasi (14)']
Gilis Boat - Gili Trawangan,['Transportasi (14)']
Rossa wisata tour & travel - Gili Trawangan,"['Transportasi (14)', 'Hiburan malam (11)']"
Semaya One Fast Cruise - Gili Trawangan,['Transportasi (14)']
Wahana Gili Ocean - Gili Trawangan,['Transportasi (14)']
Ostina 3 Fast Boat - Gili Trawangan,['Transportasi (14)']
Gili Fast Boat - Gili Trawangan,['Transportasi (14)']
Gilis_Official - Gili Trawangan,"['Transportasi (14)', 'Tempat Belanja (1)']"
Dedy Lombok Tour and traveL - Gili Trawangan,"['Transportasi (14)', 'Hiburan & Permainan (6)']"
AIS LOMBOK TOUR - Gili Trawangan,"['Transportasi (14)', 'Hiburan & Permainan (6)']"
ADY GTO - Gili Trawangan,"['Transportasi (14)', 'Kursus & Sanggar (6)', 'Hiburan & Permainan (6)', 'Makanan & Minuman (2)']"
Sama Sama Reggae Bar - Gili Trawangan,['Hiburan malam (11)']
Jiggy Jig's - Gili Trawangan,['Hiburan malam (11)']
Tir Na Nog Bar - Gili Trawangan,['Hiburan malam (11)']
Ombak Bar - Gili Trawangan,['Hiburan malam (11)']
The Jungle Pre-Drinking Bar - Gili Trawangan,['Hiburan malam (11)']
Beautiful Life - Gili Trawangan,"['Hiburan malam (11)', 'Hiburan & Permainan (6)']"
Surf Bar Gili Trawangan - Gili Trawangan,['Hiburan malam (11)']
Pandawa Beach Club - Gili Trawangan,['Hiburan malam (11)']
Hello Malalo Bar - Gili Trawangan,['Hiburan malam (11)']
Island Pool Bar - Gili Trawangan,['Hiburan malam (11)']
Sweet & Spicy Gili Cooking School - Gili Trawangan,"['Kursus & Sanggar (6)', 'Makanan & Minuman (2)']"
Freedive Gili - Gili Trawangan,['Kursus & Sanggar (6)']
YIN Silver Making Class - Gili Trawangan,['Kursus & Sanggar (6)']
"Bamboo tattoo, by Dewa - Gili Trawangan","['Kursus & Sanggar (6)', 'Hiburan & Permainan (6)']"
길리롬복 돌핀다이브 - Gili Trawangan,['Kursus & Sanggar (6)']
Gili Golf & Bar - Gili Trawangan,['Hiburan & Permainan (6)']
Surf Point Bongkas - Gili Trawangan,['Pemandangan & Tengara (2)']
Masjid Agung Baiturrahman - Gili Trawangan,"['Pemandangan & Tengara (2)', 'Cocok untuk Kelompok Besar (29)', 'Masuk Gratis (9)']"
Gili Trawangan Island - Gili Trawangan,"['Wisata Alam & Taman (2)', 'Cocok untuk Pasangan (46)', 'Harga terjangkau (42)', 'Cocok untuk Kelompok Besar (29)', 'Lokasi bulan madu (21)', 'Masuk Gratis (9)']"
Gili Trawangan Turtle Hatchery - Gili Trawangan,"['Wisata Alam & Taman (2)', 'Harga terjangkau (42)', 'Bagus Saat Hujan (42)', 'Cocok untuk Kelompok Besar (29)', 'Masuk Gratis (9)']"
Dive Concepts - Tulamben,"['Tur (37)', 'Aktivitas Luar Ruangan (32)', 'Tur dengan Perahu & Olahraga Air (30)']"
Let's Dive Tulamben - Tulamben,"['Tur (37)', 'Aktivitas Luar Ruangan (32)', 'Tur dengan Perahu & Olahraga Air (30)']"
Apnea Bali - Tulamben,"['Tur (37)', 'Aktivitas Luar Ruangan (32)', 'Tur dengan Perahu & Olahraga Air (30)']"
Scuba Tribe Bali - Tulamben,"['Tur (37)', 'Aktivitas Luar Ruangan (32)', 'Tur dengan Perahu & Olahraga Air (30)']"
Tulamben Bali Transport - Tulamben,['Tur (37)']
Bali Elite Scuba Team - Tulamben,"['Tur (37)', 'Aktivitas Luar Ruangan (32)', 'Tur dengan Perahu & Olahraga Air (30)']"
Menyelam - Aqua Dive Paradise - Tulamben,"['Tur (37)', 'Aktivitas Luar Ruangan (32)', 'Tur dengan Perahu & Olahraga Air (30)']"
Kursus menyelam Pribadi - Tulamben,"['Tur (37)', 'Aktivitas Luar Ruangan (32)', 'Tur dengan Perahu & Olahraga Air (30)']"
Pusat Menyelam Matahari Tulamben - Tulamben,"['Tur (37)', 'Aktivitas Luar Ruangan (32)', 'Tur dengan Perahu & Olahraga Air (30)']"
Tulamben Driver - Tulamben,['Tur (37)']
Dream Divers - Tulamben,"['Tur (37)', 'Aktivitas Luar Ruangan (32)', 'Tur dengan Perahu & Olahraga Air (30)']"
Baruna Dive Center Tulamben - Tulamben,"['Tur (37)', 'Aktivitas Luar Ruangan (32)', 'Tur dengan Perahu & Olahraga Air (30)']"
Tulamben Transport - Tur Harian - Tulamben,['Tur (37)']
Tulamben Dive - Tulamben,"['Tur (37)', 'Aktivitas Luar Ruangan (32)', 'Tur dengan Perahu & Olahraga Air (30)']"
Menyelam - Bali Dive Quest - Tulamben,"['Tur (37)', 'Aktivitas Luar Ruangan (32)', 'Tur dengan Perahu & Olahraga Air (30)']"
Tulamben King Transport - Tulamben,"['Tur (37)', 'Transportasi (5)', 'Tempat Belanja (3)']"
"Pusat Menyelam, Bar dan Restoran Sea Hua Ha Ha - Tulamben","['Tur (37)', 'Aktivitas Luar Ruangan (32)', 'Tur dengan Perahu & Olahraga Air (30)']"
Wonder Dive Bali - Tulamben,"['Tur (37)', 'Aktivitas Luar Ruangan (32)', 'Tur dengan Perahu & Olahraga Air (30)']"
Kursus menyelam - Bali Diving Academy Tulamben - Tulamben,"['Tur (37)', 'Aktivitas Luar Ruangan (32)', 'Tur dengan Perahu & Olahraga Air (30)']"
Tulamben Private Driver - Tulamben,"['Tur (37)', 'Transportasi (5)', 'Tempat Belanja (3)']"
Pusat Menyelam Ocean Sun - Tulamben,"['Tur (37)', 'Aktivitas Luar Ruangan (32)', 'Tur dengan Perahu & Olahraga Air (30)']"
Tour Dive Bali - Tulamben - Tulamben,"['Tur (37)', 'Aktivitas Luar Ruangan (32)', 'Tur dengan Perahu & Olahraga Air (30)']"
Bali Reef Divers - Tulamben,"['Tur (37)', 'Aktivitas Luar Ruangan (32)', 'Tur dengan Perahu & Olahraga Air (30)']"
Mega Dive Bali - Tulamben,"['Tur (37)', 'Aktivitas Luar Ruangan (32)', 'Tur dengan Perahu & Olahraga Air (30)']"
Blue Water Dive - Tulamben,"['Tur (37)', 'Aktivitas Luar Ruangan (32)', 'Tur dengan Perahu & Olahraga Air (30)']"
"Matahari Transfers, Sightseeing Tours & Dive Trips - Tulamben","['Tur (37)', 'Aktivitas Luar Ruangan (32)', 'Tur dengan Perahu & Olahraga Air (30)', 'Transportasi (5)']"
Dive Resort Noble Bali Tulamben - Tulamben,"['Tur (37)', 'Aktivitas Luar Ruangan (32)', 'Tur dengan Perahu & Olahraga Air (30)']"
Dragon Dive Bali - Tulamben,"['Tur (37)', 'Aktivitas Luar Ruangan (32)', 'Tur dengan Perahu & Olahraga Air (30)']"
Udive - Tulamben,"['Tur (37)', 'Aktivitas Luar Ruangan (32)', 'Tur dengan Perahu & Olahraga Air (30)']"
Tulamben MARTA DIVE - Tulamben,"['Tur (37)', 'Aktivitas Luar Ruangan (32)', 'Tur dengan Perahu & Olahraga Air (30)']"
Pantai Tulamben - Tulamben,"['Aktivitas Luar Ruangan (32)', 'Wisata Alam & Taman (3)', 'Harga terjangkau (20)', 'Cocok untuk Kelompok Besar (11)', 'Masuk Gratis (3)']"
Nemo Tulamben - Tulamben,"['Aktivitas Luar Ruangan (32)', 'Tur dengan Perahu & Olahraga Air (30)']"
Moyo Tours & Transport - Tulamben,['Aktivitas Luar Ruangan (32)']
Gorydive - Tulamben,"['Aktivitas Luar Ruangan (32)', 'Tur dengan Perahu & Olahraga Air (30)', 'Tur dengan Perahu & Olahraga Air (30)']"
Tulamben Driver Transport & Tour Bali - Tulamben,"['Aktivitas Luar Ruangan (32)', 'Tur dengan Perahu & Olahraga Air (30)', 'Transportasi (5)']"
Moyo Tours & Transport - Day Tours - Tulamben,"['Tur dengan Perahu & Olahraga Air (30)', 'Tempat Belanja (3)']"
Tulamben Transport - Tulamben,['Transportasi (5)']
Kapal Karam USS Liberty - Tulamben,"['Wisata Alam & Taman (3)', 'Pemandangan & Tengara (1)', 'Cocok untuk Pasangan (20)', 'Harga terjangkau (20)', 'Cocok untuk Penggemar Aktivitas Ekstrem (13)', 'Cocok untuk Kelompok Besar (11)', 'Lokasi bulan madu (8)', 'Berjiwa petualang (8)', 'Masuk Gratis (3)']"
Suci Place - Tulamben,['Wisata Alam & Taman (3)']
SPA Matahari - Tulamben,['Spa & Kebugaran (1)']
Reef Wreck and Critter - Tulamben,['Kursus & Sanggar (1)']
Bukit Holbung - Samosir,"['Wisata Alam & Taman (11)', 'Pemandangan & Tengara (7)', 'Aktivitas Luar Ruangan (6)', 'Cocok untuk Kelompok Besar (2)', 'Masuk Gratis (2)']"
Air Terjun Efrata - Samosir,['Wisata Alam & Taman (11)']
Air Terjun Bukit Gibeon - Samosir,['Wisata Alam & Taman (11)']
Air Terjun Simangande - Samosir,['Wisata Alam & Taman (11)']
Pantai Parbaba - Samosir,"['Wisata Alam & Taman (11)', 'Aktivitas Luar Ruangan (6)', 'Cocok untuk Anak-Anak (4)', 'Tempat yang Belum Populer (1)']"
Pantai Indah Sipinggan - Samosir,"['Wisata Alam & Taman (11)', 'Aktivitas Luar Ruangan (6)']"
Danau Tao - Samosir,['Wisata Alam & Taman (11)']
Pantai Sibandol - Samosir,"['Wisata Alam & Taman (11)', 'Aktivitas Luar Ruangan (6)']"
Pantai Batu Hoda - Samosir,"['Wisata Alam & Taman (11)', 'Aktivitas Luar Ruangan (6)']"
Air Terjun Sampuran - Samosir,['Wisata Alam & Taman (11)']
Pulau Malau - Samosir,['Wisata Alam & Taman (11)']
Kursi Batu Raja Siallagan - Samosir,"['Pemandangan & Tengara (7)', 'Harga terjangkau (5)', 'Cocok untuk Anak-Anak (4)', 'Cocok untuk Kelompok Besar (2)']"
Desa Tomok - Samosir,"['Pemandangan & Tengara (7)', 'Harga terjangkau (5)']"
Tomb of the Sidabutar Kings - Samosir,"['Pemandangan & Tengara (7)', 'Harga terjangkau (5)', 'Masuk Gratis (2)']"
Menara Pandang Tele - Samosir,['Pemandangan & Tengara (7)']
Makam Sisingamangaraja XII - Samosir,['Pemandangan & Tengara (7)']
Desa Sianjur Mula-Mula - Samosir,['Pemandangan & Tengara (7)']
Danau Sidihoni - Samosir,['Aktivitas Luar Ruangan (6)']
Pusat TB Silalahi (Museum Balige) - Samosir,"['Museum (3)', 'Harga terjangkau (5)', 'Cocok untuk Anak-Anak (4)']"
Museum Huta Bolon Simanindo Batak - Samosir,"['Museum (3)', 'Harga terjangkau (5)', 'Cocok untuk Anak-Anak (4)']"
Batikta - Samosir,"['Museum (3)', 'Tempat Belanja (2)']"
Roy's Pub Live Music - Samosir,['Hiburan malam (2)']
Brando's Blues Bar - Samosir,"['Hiburan malam (2)', 'Konser & Pertunjukan (1)']"
Erick Souvenir Shop - Samosir,['Tempat Belanja (2)']
Laris Adventures - Samosir,['Tur (1)']
Perpusatakkan Gokhon - Samosir,['Sumber Informasi Wisatawan (1)']
Batu Raden - Purwokerto,"['Wisata Alam & Taman (10)', 'Cocok untuk Anak-Anak (10)', 'Harga terjangkau (4)', 'Cocok untuk Pasangan (2)', 'Cocok untuk Kelompok Besar (1)', 'Lokasi bulan madu (1)']"
Gunung Slamet - Purwokerto,"['Wisata Alam & Taman (10)', 'Harga terjangkau (4)']"
Curug Telu - Purwokerto,['Wisata Alam & Taman (10)']
Kebun Raya Baturaden - Purwokerto,"['Wisata Alam & Taman (10)', 'Cocok untuk Anak-Anak (10)', 'Harga terjangkau (4)']"
Taman Akuarium Besar Purbasari - Purwokerto,"['Wisata Alam & Taman (10)', 'Kebun Binatang & Akuarium (1)', 'Cocok untuk Anak-Anak (10)']"
Curug Cipendok - Purwokerto,['Wisata Alam & Taman (10)']
Baturraden Adventure Forest - Purwokerto,"['Wisata Alam & Taman (10)', 'Aktivitas Luar Ruangan (2)']"
Taman Andhang Pangrenan - Purwokerto,"['Wisata Alam & Taman (10)', 'Cocok untuk Anak-Anak (10)']"
Taman Lalu Lintas Anak Bangsa - Purwokerto,"['Wisata Alam & Taman (10)', 'Hiburan & Permainan (2)']"
The Forest Island - Purwokerto,"['Wisata Alam & Taman (10)', 'Pemandangan & Tengara (8)']"
Air Mancur Alun-Alun Purwokerto - Purwokerto,"['Pemandangan & Tengara (8)', 'Cocok untuk Anak-Anak (10)', 'Masuk Gratis (2)']"
The Village - Purwokerto,"['Pemandangan & Tengara (8)', 'Cocok untuk Anak-Anak (10)', 'Cocok untuk Pasangan (2)']"
Masjid Jenderal Besar Soedirman - Purwokerto,['Pemandangan & Tengara (8)']
Desa Wisata Ketenger - Purwokerto,['Pemandangan & Tengara (8)']
Masjid Fatimatuzzahra - Purwokerto,['Pemandangan & Tengara (8)']
Monumen Jenderal Soedirman - Purwokerto,"['Pemandangan & Tengara (8)', 'Museum (2)']"
Kampung Bandol - Purwokerto,['Pemandangan & Tengara (8)']
Cheers Cafe Purwokerto - Purwokerto,['Hiburan malam (2)']
Blackbox Lounge & Karaoke - Purwokerto,['Hiburan malam (2)']
Rita Super Mall - Purwokerto,"['Tempat Belanja (2)', 'Cocok untuk Anak-Anak (10)']"
Rumah Momo House of Tarot - Purwokerto,['Tempat Belanja (2)']
PAGUBUGAN MELUNG - Purwokerto,['Tur (2)']
Pure nature lovers - Purwokerto,['Tur (2)']
Museum Bank Rakyat Indonesia - Purwokerto,['Museum (2)']
crossworld Paintball - Purwokerto,['Hiburan & Permainan (2)']
AVIX Muay Thai - Purwokerto,"['Aktivitas Luar Ruangan (2)', 'Kursus & Sanggar (1)']"
Ayara - Purwokerto,['Spa & Kebugaran (1)']
Taman Wisata Pendidikan Purbasari Pancuran Mas - Purwokerto,"['Taman Air & Taman Hiburan (1)', 'Cocok untuk Anak-Anak (10)']"
Stasiun Besar Purwokerto - Purwokerto,"['Cocok untuk Anak-Anak (10)', 'Harga terjangkau (4)', 'Masuk Gratis (2)', 'Bagus Saat Hujan (1)']"
Thalassa PADI Dive Resort - Pulau Bunaken,"['Tur (2)', 'Tur dengan Perahu & Olahraga Air (2)', 'Aktivitas Luar Ruangan (2)']"
美娜多探潛者 PT.Mamado Adventure Diving Center - Pulau Bunaken,"['Tur (2)', 'Tur dengan Perahu & Olahraga Air (2)', 'Aktivitas Luar Ruangan (2)', 'Transportasi (1)']"
Deco Stop Cafe N Bar - Pulau Bunaken,['Hiburan malam (1)']
Taman Laut Nasional Bunaken - Pulau Bunaken,"['Wisata Alam & Taman (1)', 'Cocok untuk Pasangan (2)', 'Cocok untuk Kelompok Besar (2)', 'Harga terjangkau (1)', 'Lokasi bulan madu (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Tempat yang Belum Populer (1)']"
Berastagi Adventure - Berastagi,"['Tur (7)', 'Aktivitas Luar Ruangan (7)']"
Soul of North Sumatera - Berastagi,"['Tur (7)', 'Aktivitas Luar Ruangan (7)']"
Nachelle Homestay Tour and Travel - Berastagi,"['Tur (7)', 'Aktivitas Luar Ruangan (7)', 'Transportasi (2)']"
Thousands Adventure - Berastagi,"['Tur (7)', 'Aktivitas Luar Ruangan (7)']"
Hocklie Tours - Berastagi,"['Tur (7)', 'Aktivitas Luar Ruangan (7)']"
Sibayak Explore - Berastagi,"['Tur (7)', 'Aktivitas Luar Ruangan (7)']"
Berastagi Tours - Berastagi,"['Tur (7)', 'Aktivitas Luar Ruangan (7)', 'Transportasi (2)']"
Gunung Sibayak - Berastagi,"['Wisata Alam & Taman (4)', 'Harga terjangkau (6)', 'Cocok untuk Pasangan (5)', 'Cocok untuk Kelompok Besar (5)', 'Cocok untuk Penggemar Aktivitas Ekstrem (3)', 'Masuk Gratis (2)', 'Berjiwa petualang (1)']"
Mikie Funland - Berastagi,"['Wisata Alam & Taman (4)', 'Taman Air & Taman Hiburan (1)', 'Hiburan & Permainan (1)', 'Harga terjangkau (6)', 'Cocok untuk Anak-Anak (5)', 'Cocok untuk Kelompok Besar (5)', 'Cocok untuk Penggemar Aktivitas Ekstrem (3)']"
Bukit Gundaling - Berastagi,"['Wisata Alam & Taman (4)', 'Harga terjangkau (6)', 'Cocok untuk Pasangan (5)', 'Cocok untuk Anak-Anak (5)', 'Cocok untuk Kelompok Besar (5)']"
Mata Air Pesona Sibayak View - Berastagi,"['Wisata Alam & Taman (4)', 'Harga terjangkau (6)']"
Gundaling Farmstead - Berastagi,"['Pemandangan & Tengara (2)', 'Cocok untuk Anak-Anak (5)']"
Kampung Warna Berastagi - Berastagi,['Pemandangan & Tengara (2)']
Pasar Buah Berastagi - Berastagi,"['Tempat Belanja (1)', 'Makanan & Minuman (1)', 'Harga terjangkau (6)', 'Cocok untuk Anak-Anak (5)', 'Cocok untuk Kelompok Besar (5)', 'Masuk Gratis (2)']"
Pemandian Alam Air Panas Lau Debuk-Debuk - Berastagi,['Spa & Kebugaran (1)']
Museum Pusako Karo - Berastagi,['Museum (1)']
Sidemen Tour and Trekking - Sidemen,"['Tur (15)', 'Aktivitas Luar Ruangan (10)']"
Sidemen Bali Transport - Sidemen,['Tur (15)']
Nyoman Mukti Guide - Sidemen,"['Tur (15)', 'Aktivitas Luar Ruangan (10)', 'Tur dengan Perahu & Olahraga Air (1)']"
Bawa Mount Agung Trekking - Sidemen,"['Tur (15)', 'Aktivitas Luar Ruangan (10)']"
Bali Countryside - Sidemen,"['Tur (15)', 'Aktivitas Luar Ruangan (10)', 'Kursus & Sanggar (2)']"
Sidemen Trekking Adventures - Sidemen,"['Tur (15)', 'Aktivitas Luar Ruangan (10)']"
Visit Sidemen - Sidemen,"['Tur (15)', 'Aktivitas Luar Ruangan (10)', 'Transportasi (5)']"
"Nyoman's Eco Tours, Sidemen - Sidemen",['Tur (15)']
Gede Arthana - Private Day Tours - Sidemen,['Tur (15)']
Heartland Bali Tours - Sidemen,"['Tur (15)', 'Transportasi (5)']"
Sidemen Swing - Sidemen,"['Tur (15)', 'Aktivitas Luar Ruangan (10)', 'Pemandangan & Tengara (3)']"
Sidemen Adventures - Sidemen,"['Tur (15)', 'Aktivitas Luar Ruangan (10)', 'Kursus & Sanggar (2)', 'Makanan & Minuman (1)']"
Dewa Made Yasa - Sidemen,"['Tur (15)', 'Aktivitas Luar Ruangan (10)']"
Sidemen Bali Driver - Sidemen,"['Tur (15)', 'Transportasi (5)']"
Sidemen Driver - Sidemen,"['Tur (15)', 'Transportasi (5)']"
Penyewaan sepeda Sidemen - Sidemen,['Aktivitas Luar Ruangan (10)']
Agung Silver - Sidemen,['Tempat Belanja (6)']
Mira Weaving Shop - Sidemen,['Tempat Belanja (6)']
Pelangi Traditional Weaving - Sidemen,['Tempat Belanja (6)']
Akiko Songket & Ikat Production - Sidemen,"['Tempat Belanja (6)', 'Museum (1)']"
Kupu-Kupu (Traditional Weaving Songket) - Sidemen,['Tempat Belanja (6)']
Rai Art Collection - Sidemen,['Tempat Belanja (6)']
Sidemen Bali Tour Driver - Sidemen,['Transportasi (5)']
Jembatan Kuning Tukad Yeh Unda - Sidemen,['Pemandangan & Tengara (3)']
Pura Taman Bukit Pengajaran - Sidemen,['Pemandangan & Tengara (3)']
Mangku Mastra - Sidemen,['Spa & Kebugaran (2)']
Sidemen Yoga Center - Sidemen,['Spa & Kebugaran (2)']
Anandinii Organic Garden - Sidemen,['Wisata Alam & Taman (2)']
Bendungan Yeh Unda Hulu - Sidemen,['Wisata Alam & Taman (2)']
Akiko's Palm Reading - Sidemen,['Hiburan & Permainan (1)']
Pantai Carita - Anyer,"['Wisata Alam & Taman (1)', 'Aktivitas Luar Ruangan (1)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Kelompok Besar (1)']"
DPM Diving Nusa Penida - Nusa Penida,"['Tur (172)', 'Aktivitas Luar Ruangan (150)', 'Tur dengan Perahu & Olahraga Air (105)']"
