Spot / Vendor,Type,reviewers,link
Pantai Kampung Ujung - Labuan Bajo,"['Wisata Alam & Taman (16)', 'Cocok untuk Anak-Anak (65)', 'Harga terjangkau (47)', 'Masuk Gratis (11)']",53,https://www.tripadvisor.co.id/Attraction_Review-g1777483-d10399833-Reviews-Kampung_Ujung_Beach-Labuan_Bajo_Flores_East_Nusa_Tenggara.html
Pantai Waecicu - Labuan Bajo,['Wisata Alam & Taman (16)'],11,https://www.tripadvisor.co.id/Attraction_Review-g1777483-d15682240-Reviews-Waecicu_Beach-Labuan_Bajo_Flores_East_Nusa_Tenggara.html
Pulau Kukusan - Labuan Bajo,['Wisata Alam & Taman (16)'],8,https://www.tripadvisor.co.id/Attraction_Review-g1777483-d6676512-Reviews-Kukusan_Island-Labuan_Bajo_Flores_East_Nusa_Tenggara.html
Bukit Amelia Sea - Labuan Bajo,['Wisata Alam & Taman (16)'],1,https://www.tripadvisor.co.id/Attraction_Review-g1777483-d17486005-Reviews-Amelia_Sea_Hill-Labuan_Bajo_Flores_East_Nusa_Tenggara.html
Pantai Pede - Labuan Bajo,"['Wisata Alam & Taman (16)', 'Masuk Gratis (11)']",27,https://www.tripadvisor.co.id/Attraction_Review-g1777483-d12410860-Reviews-Pede_Beach-Labuan_Bajo_Flores_East_Nusa_Tenggara.html
Fish Market - Labuan Bajo,"['Makanan & Minuman (8)', 'Cocok untuk Kelompok Besar (103)', 'Cocok untuk Anak-Anak (65)', 'Harga terjangkau (47)', 'Masuk Gratis (11)']",174,https://www.tripadvisor.co.id/Attraction_Review-g1777483-d8822694-Reviews-Fish_Market-Labuan_Bajo_Flores_East_Nusa_Tenggara.html
Alba Cruise - Labuan Bajo,['Makanan & Minuman (8)'],237,https://www.tripadvisor.co.id/Attraction_Review-g1777483-d12273275-Reviews-Alba_Cruise-Labuan_Bajo_Flores_East_Nusa_Tenggara.html
MadeInItaly - The Boat - Labuan Bajo,['Makanan & Minuman (8)'],41,https://www.tripadvisor.co.id/Attraction_Review-g1777483-d12720475-Reviews-MadeInItaly_The_Boat-Labuan_Bajo_Flores_East_Nusa_Tenggara.html
TPI Labuan Bajo - Labuan Bajo,"['Makanan & Minuman (8)', 'Tempat Belanja (5)']",13,https://www.tripadvisor.co.id/Attraction_Review-g1777483-d10318302-Reviews-TPI_Labuan_Bajo-Labuan_Bajo_Flores_East_Nusa_Tenggara.html
Pure Flores - Day Tours - Labuan Bajo,['Makanan & Minuman (8)'],7,https://www.tripadvisor.co.id/Attraction_Review-g1777483-d8641770-Reviews-Pure_Flores_Day_Tours-Labuan_Bajo_Flores_East_Nusa_Tenggara.html
Magnolia Boutique Komodo - Labuan Bajo,"['Tempat Belanja (5)', 'Museum (1)']",10,https://www.tripadvisor.co.id/Attraction_Review-g1777483-d12460005-Reviews-Magnolia_Boutique_Komodo-Labuan_Bajo_Flores_East_Nusa_Tenggara.html
Rumah Tenun Baku Peduli - Labuan Bajo,['Tempat Belanja (5)'],2,https://www.tripadvisor.co.id/Attraction_Review-g1777483-d13836744-Reviews-Rumah_Tenun_Baku_Peduli-Labuan_Bajo_Flores_East_Nusa_Tenggara.html
Kulas Store - Labuan Bajo,['Tempat Belanja (5)'],1,https://www.tripadvisor.co.id/Attraction_Review-g1777483-d19763832-Reviews-Kulas_Store-Labuan_Bajo_Flores_East_Nusa_Tenggara.html
Atlas Pearls Farm - Labuan Bajo,"['Tempat Belanja (5)', 'Pemandangan & Tengara (5)']",0,https://www.tripadvisor.co.id/Attraction_Review-g1777483-d12726350-Reviews-Atlas_Pearls_Farm-Labuan_Bajo_Flores_East_Nusa_Tenggara.html
Spa Flores - Labuan Bajo,['Spa & Kebugaran (5)'],174,https://www.tripadvisor.co.id/Attraction_Review-g1777483-d2305914-Reviews-Flores_Spa-Labuan_Bajo_Flores_East_Nusa_Tenggara.html
Wae Molas Salon & Spa - Labuan Bajo,['Spa & Kebugaran (5)'],59,https://www.tripadvisor.co.id/Attraction_Review-g1777483-d11946292-Reviews-Wae_Molas_Salon_Spa-Labuan_Bajo_Flores_East_Nusa_Tenggara.html
AYANA Spa - Labuan Bajo,['Spa & Kebugaran (5)'],7,https://www.tripadvisor.co.id/Attraction_Review-g1777483-d15217461-Reviews-AYANA_Spa-Labuan_Bajo_Flores_East_Nusa_Tenggara.html
Komodo SPA - Labuan Bajo,['Spa & Kebugaran (5)'],23,https://www.tripadvisor.co.id/Attraction_Review-g1777483-d7227343-Reviews-Komodo_SPA-Labuan_Bajo_Flores_East_Nusa_Tenggara.html
Padma Spa - Labuan Bajo,['Spa & Kebugaran (5)'],1,https://www.tripadvisor.co.id/Attraction_Review-g1777483-d11785645-Reviews-Padma_Spa-Labuan_Bajo_Flores_East_Nusa_Tenggara.html
Bukit Amelia Sea View - Labuan Bajo,['Pemandangan & Tengara (5)'],3,https://www.tripadvisor.co.id/Attraction_Review-g1777483-d17696629-Reviews-Amelia_Hill_Sea_View-Labuan_Bajo_Flores_East_Nusa_Tenggara.html
Desa Tado - Labuan Bajo,['Pemandangan & Tengara (5)'],19,https://www.tripadvisor.co.id/Attraction_Review-g1777483-d3675850-Reviews-Tado_Village-Labuan_Bajo_Flores_East_Nusa_Tenggara.html
Bukit Sylvia - Labuan Bajo,['Pemandangan & Tengara (5)'],0,https://www.tripadvisor.co.id/Attraction_Review-g1777483-d19093643-Reviews-Sylvia_Hill-Labuan_Bajo_Flores_East_Nusa_Tenggara.html
Dermaga Putih - Labuan Bajo,['Pemandangan & Tengara (5)'],0,https://www.tripadvisor.co.id/Attraction_Review-g1777483-d12245860-Reviews-White_Pier-Labuan_Bajo_Flores_East_Nusa_Tenggara.html
Delta Spa & Lounge Soewarna - Tangerang,['Spa & Kebugaran (20)'],106,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d6531003-Reviews-Delta_Spa_Lounge_Soewarna-Tangerang_Banten_Province_Java.html
Blooms Beauty Studio - Tangerang,['Spa & Kebugaran (20)'],2,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d19507260-Reviews-Blooms_Beauty_Studio-Tangerang_Banten_Province_Java.html
Cendana Sehat - Lippo Karawaci - Tangerang,['Spa & Kebugaran (20)'],1,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d19260053-Reviews-Cendana_Sehat_Lippo_Karawaci-Tangerang_Banten_Province_Java.html
Nano Healthy Family Tangerang - Tangerang,['Spa & Kebugaran (20)'],53,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d8809912-Reviews-Nano_Healthy_Family_Tangerang-Tangerang_Banten_Province_Java.html
Bersih Sehat Bintaro - Tangerang,['Spa & Kebugaran (20)'],12,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d8285293-Reviews-Bersih_Sehat_Bintaro-Tangerang_Banten_Province_Java.html
Woods Family Massage and Reflexology - Tangerang,['Spa & Kebugaran (20)'],9,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d12730967-Reviews-Woods_Family_Massage_and_Reflexology-Tangerang_Banten_Province_Java.html
Griya Ayu Wellness Salon & Day Spa - Tangerang,['Spa & Kebugaran (20)'],6,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d10112125-Reviews-Griya_Ayu_Wellness_Salon_Day_Spa-Tangerang_Banten_Province_Java.html
The Springs Club - Tangerang,"['Spa & Kebugaran (20)', 'Hiburan & Permainan (15)']",7,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d8106809-Reviews-The_Springs_Club-Tangerang_Banten_Province_Java.html
PoetreSpa BSD City - Tangerang,['Spa & Kebugaran (20)'],3,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d12680803-Reviews-PoetreSpa_BSD_City-Tangerang_Banten_Province_Java.html
Nakamura The Healing Touch - Tangerang,['Spa & Kebugaran (20)'],3,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d11965253-Reviews-Nakamura_The_Healing_Touch-Tangerang_Banten_Province_Java.html
White Lotus Sacred Cimone Jaya - Tangerang,['Spa & Kebugaran (20)'],3,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d10523151-Reviews-White_Lotus_Sacred_Cimone_Jaya-Tangerang_Banten_Province_Java.html
Ikigai - Family Massage & Reflexology - Tangerang,['Spa & Kebugaran (20)'],1,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d18314410-Reviews-Ikigai_Family_Massage_Reflexology-Tangerang_Banten_Province_Java.html
Cozy Spa - Tangerang,['Spa & Kebugaran (20)'],3,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d12613932-Reviews-Cozy_Spa-Tangerang_Banten_Province_Java.html
Srikandi Salon Spa - Tangerang,['Spa & Kebugaran (20)'],1,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d14382004-Reviews-Srikandi_Salon_Spa-Tangerang_Banten_Province_Java.html
NEST Family Reflexology & Spa - Tangerang,['Spa & Kebugaran (20)'],3,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d12339079-Reviews-NEST_Family_Reflexology_Spa-Tangerang_Banten_Province_Java.html
Martha Tilaar SDS Alam Sutera - Tangerang,['Spa & Kebugaran (20)'],1,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d11959090-Reviews-Martha_Tilaar_SDS_Alam_Sutera-Tangerang_Banten_Province_Java.html
Jatomi Fitness - Tangerang,['Spa & Kebugaran (20)'],1,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d11672434-Reviews-Jatomi_Fitness-Tangerang_Banten_Province_Java.html
Celebrity Fitness - Tangerang,['Spa & Kebugaran (20)'],5,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d10475602-Reviews-Celebrity_Fitness-Tangerang_Banten_Province_Java.html
Ki Demang Reflexology & Spa - Tangerang,['Spa & Kebugaran (20)'],1,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d6818590-Reviews-Ki_Demang_Reflexology_Spa-Tangerang_Banten_Province_Java.html
Martha Tilaar Salon Day Spa Gading Serpong - Tangerang,['Spa & Kebugaran (20)'],2,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d13476872-Reviews-Martha_Tilaar_Salon_Day_Spa_Gading_Serpong-Tangerang_Banten_Province_Java.html
AEON Mall BSD City - Tangerang,"['Tempat Belanja (18)', 'Cocok untuk Anak-Anak (19)', 'Bagus Saat Hujan (16)', 'Harga terjangkau (13)', 'Masuk Gratis (12)', 'Cocok untuk Kelompok Besar (9)', 'Cocok untuk Pasangan (3)']",768,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d8179774-Reviews-AEON_Mall_BSD_City-Tangerang_Banten_Province_Java.html
Summarecon Mal Serpong - Tangerang,"['Tempat Belanja (18)', 'Cocok untuk Anak-Anak (19)', 'Bagus Saat Hujan (16)', 'Harga terjangkau (13)', 'Masuk Gratis (12)', 'Cocok untuk Kelompok Besar (9)', 'Cocok untuk Pasangan (3)']",555,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d3267460-Reviews-Summarecon_Mal_Serpong-Tangerang_Banten_Province_Java.html
The Breeze BSD CITY - Tangerang,"['Tempat Belanja (18)', 'Cocok untuk Anak-Anak (19)', 'Harga terjangkau (13)', 'Masuk Gratis (12)', 'Cocok untuk Kelompok Besar (9)', 'Cocok untuk Pasangan (3)']",291,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d6982748-Reviews-The_Breeze_BSD_CITY-Tangerang_Banten_Province_Java.html
Supermal Karawaci - Tangerang,"['Tempat Belanja (18)', 'Cocok untuk Anak-Anak (19)', 'Bagus Saat Hujan (16)', 'Harga terjangkau (13)', 'Masuk Gratis (12)', 'Cocok untuk Kelompok Besar (9)']",240,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d6494438-Reviews-Supermal_Karawaci-Tangerang_Banten_Province_Java.html
Bintaro Jaya Xchange - Tangerang,['Tempat Belanja (18)'],174,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d7499414-Reviews-Bintaro_Jaya_Xchange-Tangerang_Banten_Province_Java.html
Teras Kota Mall BSD City - Tangerang,"['Tempat Belanja (18)', 'Cocok untuk Anak-Anak (19)', 'Bagus Saat Hujan (16)', 'Harga terjangkau (13)', 'Masuk Gratis (12)']",195,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d3594726-Reviews-Teras_Kota_Mall_BSD_City-Tangerang_Banten_Province_Java.html
Tang City - Tangerang,"['Tempat Belanja (18)', 'Cocok untuk Anak-Anak (19)', 'Bagus Saat Hujan (16)', 'Masuk Gratis (12)']",52,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d9811581-Reviews-Tang_City-Tangerang_Banten_Province_Java.html
LotteMart - Tangerang,['Tempat Belanja (18)'],30,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d6607238-Reviews-LotteMart-Tangerang_Banten_Province_Java.html
Benton Junction - Tangerang,"['Tempat Belanja (18)', 'Masuk Gratis (12)']",25,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d8353122-Reviews-Benton_Junction-Tangerang_Banten_Province_Java.html
Airport Hub - Tangerang,"['Tempat Belanja (18)', 'Cocok untuk Anak-Anak (19)', 'Bagus Saat Hujan (16)', 'Masuk Gratis (12)']",37,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d8289954-Reviews-Airport_Hub-Tangerang_Banten_Province_Java.html
Pasar Modern Intermoda BSD Cisauk - Tangerang,"['Tempat Belanja (18)', 'Makanan & Minuman (4)']",7,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d14108533-Reviews-Pasar_Modern_Intermoda_BSD_Cisauk-Tangerang_Banten_Province_Java.html
Pasar 8 - Tangerang,"['Tempat Belanja (18)', 'Makanan & Minuman (4)']",12,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d12339034-Reviews-Pasar_8-Tangerang_Banten_Province_Java.html
ITC BSD - Tangerang,['Tempat Belanja (18)'],14,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d11768212-Reviews-ITC_BSD-Tangerang_Banten_Province_Java.html
Decathlon - Tangerang,['Tempat Belanja (18)'],6,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d14015554-Reviews-Decathlon-Tangerang_Banten_Province_Java.html
Transmart Carrefour - Tangerang,['Tempat Belanja (18)'],18,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d7640207-Reviews-Transmart_Carrefour-Tangerang_Banten_Province_Java.html
Balé Kota Mall - Tangerang,"['Tempat Belanja (18)', 'Cocok untuk Anak-Anak (19)', 'Masuk Gratis (12)']",61,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d8591430-Reviews-Bale_Kota_Mall-Tangerang_Banten_Province_Java.html
Pasar Cipadu - Tangerang,['Tempat Belanja (18)'],6,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d6570729-Reviews-Cipadu_Market-Tangerang_Banten_Province_Java.html
VACAYPALS! - Tangerang,"['Tempat Belanja (18)', 'Tur (14)', 'Aktivitas Luar Ruangan (14)']",0,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d20300103-Reviews-VACAYPALS-Tangerang_Banten_Province_Java.html
Portals Escape Room | EscapeThePortals - Tangerang,['Hiburan & Permainan (15)'],39,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d8608332-Reviews-Portals_Escape_Room_EscapeThePortals-Tangerang_Banten_Province_Java.html
VR Lounge Alam Sutera - Tangerang,['Hiburan & Permainan (15)'],4,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d19796617-Reviews-VR_Lounge_Alam_Sutera-Tangerang_Banten_Province_Java.html
Bremgra Indoor Climbing Gym - Tangerang,['Hiburan & Permainan (15)'],15,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d11644849-Reviews-Bremgra_Indoor_Climbing_Gym-Tangerang_Banten_Province_Java.html
Pandora Experience Mall @ Alam Sutera - Tangerang,['Hiburan & Permainan (15)'],8,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d15349628-Reviews-Pandora_Experience_Mall_Alam_Sutera-Tangerang_Banten_Province_Java.html
Upside Down World - Tangerang,"['Hiburan & Permainan (15)', 'Museum (2)']",11,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d12547297-Reviews-Upside_Down_World-Tangerang_Banten_Province_Java.html
BX Rink - Tangerang,['Hiburan & Permainan (15)'],29,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d6427549-Reviews-BX_Rink-Tangerang_Banten_Province_Java.html
Cinemaxx Junior - Tangerang,['Hiburan & Permainan (15)'],10,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d11435283-Reviews-Cinemaxx_Junior-Tangerang_Banten_Province_Java.html
Cinemaxx - Tangerang,['Hiburan & Permainan (15)'],8,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d11500527-Reviews-Cinemaxx-Tangerang_Banten_Province_Java.html
Lollipop's Playland and Cafe - Tangerang,['Hiburan & Permainan (15)'],10,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d10296754-Reviews-Lollipop_s_Playland_and_Cafe-Tangerang_Banten_Province_Java.html
Exitway Studio Escape Game - Tangerang,['Hiburan & Permainan (15)'],3,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d7174385-Reviews-Exitway_Studio_Escape_Game-Tangerang_Banten_Province_Java.html
Tick Tock Escape - Tangerang,['Hiburan & Permainan (15)'],2,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d7981426-Reviews-Tick_Tock_Escape-Tangerang_Banten_Province_Java.html
Enigma Escape Room - Tangerang,['Hiburan & Permainan (15)'],1,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d8857621-Reviews-Enigma_Escape_Room-Tangerang_Banten_Province_Java.html
Spincity Bowling Alley - Tangerang,['Hiburan & Permainan (15)'],7,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d12722199-Reviews-Spincity_Bowling_Alley-Tangerang_Banten_Province_Java.html
DOLOK SARIBU FAMILY - Tangerang,"['Hiburan & Permainan (15)', 'Tur (14)', 'Aktivitas Luar Ruangan (14)', 'Transportasi (7)', 'Makanan & Minuman (4)', 'Tur dengan Perahu & Olahraga Air (4)', 'Hiburan malam (3)']",0,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d20726958-Reviews-DOLOK_SARIBU_FAMILY-Tangerang_Banten_Province_Java.html
Ndeso Adventure Indonesia - Tangerang,"['Tur (14)', 'Aktivitas Luar Ruangan (14)']",30,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d5504504-Reviews-Ndeso_Adventure_Indonesia-Tangerang_Banten_Province_Java.html
Panorama Destination - Tangerang,['Tur (14)'],27,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d12997008-Reviews-Panorama_Destination-Tangerang_Banten_Province_Java.html
Eat Republic - Tangerang,"['Tur (14)', 'Makanan & Minuman (4)']",34,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d8050419-Reviews-Eat_Republic-Tangerang_Banten_Province_Java.html
Gray Line Jakarta - Tangerang,"['Tur (14)', 'Transportasi (7)']",4,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d15219450-Reviews-Gray_Line_Jakarta-Tangerang_Banten_Province_Java.html
I-Amsterdam Waterpark - Tangerang,"['Tur (14)', 'Aktivitas Luar Ruangan (14)', 'Tur dengan Perahu & Olahraga Air (4)']",11,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d8754895-Reviews-I_Amsterdam_Waterpark-Tangerang_Banten_Province_Java.html
Ratih Mirantih - Tangerang,"['Tur (14)', 'Transportasi (7)']",2,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d15214117-Reviews-Ratih_Mirantih-Tangerang_Banten_Province_Java.html
Samarauke Caravan and Camps - Tangerang,"['Tur (14)', 'Aktivitas Luar Ruangan (14)']",2,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d12377424-Reviews-Samarauke_Caravan_and_Camps-Tangerang_Banten_Province_Java.html
Nikimas Wisata - Tangerang,"['Tur (14)', 'Aktivitas Luar Ruangan (14)', 'Transportasi (7)', 'Tur dengan Perahu & Olahraga Air (4)']",0,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d20286462-Reviews-Nikimas_Wisata-Tangerang_Banten_Province_Java.html
Pratama Tirta - Tangerang,"['Tur (14)', 'Aktivitas Luar Ruangan (14)', 'Transportasi (7)']",0,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d19510308-Reviews-Pratama_Tirta-Tangerang_Banten_Province_Java.html
De'Tones by Afgan - Family Karaoke - Tangerang,"['Tur (14)', 'Hiburan malam (3)']",0,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d19112008-Reviews-De_Tones_by_Afgan_Family_Karaoke-Tangerang_Banten_Province_Java.html
Triptraveling to Indonesia - Tangerang,['Tur (14)'],0,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d15816264-Reviews-Triptraveling_to_Indonesia-Tangerang_Banten_Province_Java.html
Kampoeng Nelayan - Tangerang,"['Tur (14)', 'Aktivitas Luar Ruangan (14)', 'Tur dengan Perahu & Olahraga Air (4)']",0,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d15671213-Reviews-Kampoeng_Nelayan-Tangerang_Banten_Province_Java.html
Imperial Klub Golf Lippo Karawaci - Tangerang,['Aktivitas Luar Ruangan (14)'],52,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d4441274-Reviews-Imperial_Klub_Golf_Lippo_Karawaci-Tangerang_Banten_Province_Java.html
Cengkareng Golf Club - Tangerang,['Aktivitas Luar Ruangan (14)'],30,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d10636276-Reviews-Cengkareng_Golf_Club-Tangerang_Banten_Province_Java.html
Branchsto BSD - Tangerang,['Aktivitas Luar Ruangan (14)'],5,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d13199129-Reviews-Branchsto_BSD-Tangerang_Banten_Province_Java.html
Damai Indah Golf - Tangerang,['Aktivitas Luar Ruangan (14)'],6,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d13392407-Reviews-Damai_Indah_Golf-Tangerang_Banten_Province_Java.html
Jumped - Tangerang,"['Aktivitas Luar Ruangan (14)', 'Kursus & Sanggar (2)']",3,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d11977888-Reviews-Jumped-Tangerang_Banten_Province_Java.html
Kedaton Golf and Country Club - Tangerang,['Aktivitas Luar Ruangan (14)'],1,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d17414996-Reviews-Kedaton_Golf_and_Country_Club-Tangerang_Banten_Province_Java.html
Private Round-Trip Transfer: Jakarta Airport to Jakarta City Center - Tangerang,['Transportasi (7)'],0,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d20943562-Reviews-Private_Round_Trip_Transfer_Jakarta_Airport_to_Jakarta_City_Center-Tangerang_Ba.html
【Comfortable ride】Private airport transfer in Tangerang - Tangerang,['Transportasi (7)'],0,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d20481446-Reviews-Comfortable_ride_Private_airport_transfer_in_Tangerang-Tangerang_Banten_Provinc.html
Masjid Al-Azhom - Tangerang,"['Pemandangan & Tengara (5)', 'Cocok untuk Anak-Anak (19)', 'Bagus Saat Hujan (16)', 'Harga terjangkau (13)', 'Masuk Gratis (12)']",77,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d7368673-Reviews-Al_AZhom_Mosque-Tangerang_Banten_Province_Java.html
Taman Tebing Koja - Tangerang,"['Pemandangan & Tengara (5)', 'Wisata Alam & Taman (4)']",23,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d12955994-Reviews-Koja_Cliff_Park-Tangerang_Banten_Province_Java.html
Masjid Pintu Seribu - Tangerang,['Pemandangan & Tengara (5)'],16,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d8822751-Reviews-Masjid_Pintu_Seribu-Tangerang_Banten_Province_Java.html
Boen Hay Bio Temple - Tangerang,['Pemandangan & Tengara (5)'],7,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d12829716-Reviews-Boen_Hay_Bio_Temple-Tangerang_Banten_Province_Java.html
Klenteng Boen Tek Bio - Tangerang,['Pemandangan & Tengara (5)'],4,https://www.tripadvisor.co.id/Attraction_Review-g1493703-d15410917-Reviews-Vihara_Boen_Tek_Bio-Tangerang_Banten_Province_Java.html
