Spot/Vendor,Travel Destination,Spot / Vendor Name,Type,Link,Review Count
Plaza Marina - Surabaya,Surabaya,Plaza Marina,"['Tempat Belanja (47)', 'Masuk Gratis (49)', 'Bagus Saat Hujan (36)']",https://www.tripadvisor.co.id/Attraction_Review-g297715-d8627405-Reviews-Plaza_Marina-Surabaya_East_Java_Java.html,38.0
Newton Vintage Store - Surabaya,Surabaya,Newton Vintage Store,['Tempat Belanja (47)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d10235730-Reviews-Newton_Vintage_Store-Surabaya_East_Java_Java.html,14.0
BG Junction - Surabaya,Surabaya,BG Junction,['Tempat Belanja (47)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d7392755-Reviews-BG_Junction-Surabaya_East_Java_Java.html,27.0
City of Tomorrow (CITO) - Surabaya,Surabaya,City of Tomorrow (CITO),"['Tempat Belanja (47)', 'Masuk Gratis (49)', 'Cocok untuk Anak-Anak (40)', 'Harga terjangkau (38)', 'Bagus Saat Hujan (36)', 'Cocok untuk Pasangan (23)']",https://www.tripadvisor.co.id/Attraction_Review-g297715-d8627236-Reviews-City_of_Tomorrow_CITO-Surabaya_East_Java_Java.html,56.0
Pasar Stasiun Turi - Surabaya,Surabaya,Pasar Stasiun Turi,['Tempat Belanja (47)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d6676583-Reviews-Turi_Station_Market-Surabaya_East_Java_Java.html,27.0
Jembatan Merah Plaza - Surabaya,Surabaya,Jembatan Merah Plaza,['Tempat Belanja (47)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d7392750-Reviews-Jembatan_Merah_Plaza-Surabaya_East_Java_Java.html,26.0
Visma Art Gallery - Surabaya,Surabaya,Visma Art Gallery,"['Tempat Belanja (47)', 'Museum (16)']",https://www.tripadvisor.co.id/Attraction_Review-g297715-d13131549-Reviews-Visma_Art_Gallery-Surabaya_East_Java_Java.html,4.0
Pasar Pabean - Surabaya,Surabaya,Pasar Pabean,['Tempat Belanja (47)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d12680783-Reviews-Pabean_Market-Surabaya_East_Java_Java.html,9.0
Lenmarc Mall - Surabaya,Surabaya,Lenmarc Mall,"['Tempat Belanja (47)', 'Masuk Gratis (49)', 'Cocok untuk Anak-Anak (40)', 'Bagus Saat Hujan (36)']",https://www.tripadvisor.co.id/Attraction_Review-g297715-d8627298-Reviews-Lenmarc_Mall-Surabaya_East_Java_Java.html,37.0
Pusat Grosir Surabaa (PGS) - Surabaya,Surabaya,Pusat Grosir Surabaa (PGS),['Tempat Belanja (47)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d4418282-Reviews-Pusat_Grosir_Surabaa_PGS-Surabaya_East_Java_Java.html,26.0
Hi-Tech Mall - Surabaya,Surabaya,Hi-Tech Mall,['Tempat Belanja (47)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d11887988-Reviews-Hi_Tech_Mall-Surabaya_East_Java_Java.html,10.0
Galeri Batik dan Cinderamata Jawa Timur - Surabaya,Surabaya,Galeri Batik dan Cinderamata Jawa Timur,['Tempat Belanja (47)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d7007381-Reviews-Galeri_Batik_dan_Cinderamata_Jawa_Timur-Surabaya_East_Java_Java.html,6.0
Delta Spa & Lounge Surabaya 1 - Surabaya,Surabaya,Delta Spa & Lounge Surabaya 1,['Spa & Kebugaran (37)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d15591596-Reviews-Delta_Spa_Lounge_Surabaya_1-Surabaya_East_Java_Java.html,266.0
"The Battery Health, Spa and Family Club - Surabaya",Surabaya,"The Battery Health, Spa and Family Club",['Spa & Kebugaran (37)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d10607164-Reviews-The_Battery_Health_Spa_and_Family_Club-Surabaya_East_Java_Java.html,72.0
Delta Spa & Health Club Surabaya 2 - Surabaya,Surabaya,Delta Spa & Health Club Surabaya 2,['Spa & Kebugaran (37)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d15591568-Reviews-Delta_Spa_Health_Club_Surabaya_2-Surabaya_East_Java_Java.html,340.0
Tikala Shiatsu & Reflexology Surabaya - Surabaya,Surabaya,Tikala Shiatsu & Reflexology Surabaya,['Spa & Kebugaran (37)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d8322111-Reviews-Tikala_Shiatsu_Reflexology_Surabaya-Surabaya_East_Java_Java.html,14.0
99 Family Reflexology - Surabaya,Surabaya,99 Family Reflexology,['Spa & Kebugaran (37)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d12268852-Reviews-99_Family_Reflexology-Surabaya_East_Java_Java.html,17.0
Salsa Beauty Centre - Surabaya,Surabaya,Salsa Beauty Centre,['Spa & Kebugaran (37)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d12357898-Reviews-Salsa_Beauty_Centre-Surabaya_East_Java_Java.html,20.0
Siam Family Reflexology - Surabaya,Surabaya,Siam Family Reflexology,['Spa & Kebugaran (37)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d15101722-Reviews-Siam_Family_Reflexology-Surabaya_East_Java_Java.html,7.0
Djati Family Spa - Surabaya,Surabaya,Djati Family Spa,['Spa & Kebugaran (37)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d13225982-Reviews-Djati_Family_Spa-Surabaya_East_Java_Java.html,7.0
Majapahit Spa by Martha Tilaar - Surabaya,Surabaya,Majapahit Spa by Martha Tilaar,['Spa & Kebugaran (37)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d13198569-Reviews-Majapahit_Spa_by_Martha_Tilaar-Surabaya_East_Java_Java.html,8.0
Vous Spa - Fitness & Well Being - Surabaya,Surabaya,Vous Spa - Fitness & Well Being,['Spa & Kebugaran (37)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d17338005-Reviews-Vous_Spa_Fitness_Well_Being-Surabaya_East_Java_Java.html,5.0
Jepun Bali - Surabaya,Surabaya,Jepun Bali,['Spa & Kebugaran (37)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d9865982-Reviews-Jepun_Bali-Surabaya_East_Java_Java.html,8.0
Nakamura The Healing Touch - Darmo - Surabaya,Surabaya,Nakamura The Healing Touch - Darmo,['Spa & Kebugaran (37)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d10607041-Reviews-Nakamura_The_Healing_Touch_Darmo-Surabaya_East_Java_Java.html,4.0
Rumah Bali Spa & Lulur - Surabaya,Surabaya,Rumah Bali Spa & Lulur,['Spa & Kebugaran (37)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d13802873-Reviews-Rumah_Bali_Spa_Lulur-Surabaya_East_Java_Java.html,7.0
Khana Spa - Surabaya,Surabaya,Khana Spa,['Spa & Kebugaran (37)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d4435353-Reviews-Khana_Spa-Surabaya_East_Java_Java.html,5.0
Zee Holistic Living Wellness Center - Surabaya,Surabaya,Zee Holistic Living Wellness Center,['Spa & Kebugaran (37)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d13127806-Reviews-Zee_Holistic_Living_Wellness_Center-Surabaya_East_Java_Java.html,4.0
Polaris Platinum Reflexology - Surabaya,Surabaya,Polaris Platinum Reflexology,['Spa & Kebugaran (37)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d12287408-Reviews-Polaris_Platinum_Reflexology-Surabaya_East_Java_Java.html,8.0
i-Zen Family Reflexology - Surabaya,Surabaya,i-Zen Family Reflexology,['Spa & Kebugaran (37)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d12496074-Reviews-I_Zen_Family_Reflexology-Surabaya_East_Java_Java.html,1.0
Spa Salirawangi - Surabaya,Surabaya,Spa Salirawangi,['Spa & Kebugaran (37)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d1752801-Reviews-Salirawangi_Spa-Surabaya_East_Java_Java.html,9.0
Alaya Spa - Surabaya,Surabaya,Alaya Spa,['Spa & Kebugaran (37)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d12968904-Reviews-Alaya_Spa-Surabaya_East_Java_Java.html,1.0
Pure Reflexology - Surabaya,Surabaya,Pure Reflexology,['Spa & Kebugaran (37)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d14077481-Reviews-Pure_Reflexology-Surabaya_East_Java_Java.html,2.0
"PoetreSpa Beauty House, Citraland - Surabaya",Surabaya,"PoetreSpa Beauty House, Citraland",['Spa & Kebugaran (37)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d7159861-Reviews-PoetreSpa_Beauty_House_Citraland-Surabaya_East_Java_Java.html,3.0
Tirta Ayu Kayun - Surabaya,Surabaya,Tirta Ayu Kayun,['Spa & Kebugaran (37)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d14124302-Reviews-Tirta_Ayu_Kayun-Surabaya_East_Java_Java.html,1.0
Havanna Family Reflexology - Surabaya,Surabaya,Havanna Family Reflexology,"['Spa & Kebugaran (37)', 'Spa & Kebugaran (37)']",https://www.tripadvisor.co.id/Attraction_Review-g297715-d13442394-Reviews-Havanna_Family_Reflexology-Surabaya_East_Java_Java.html,5.0
Nakamura The Healing Touch - Citraland - Surabaya,Surabaya,Nakamura The Healing Touch - Citraland,['Spa & Kebugaran (37)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d10607118-Reviews-Nakamura_The_Healing_Touch_Citraland-Surabaya_East_Java_Java.html,2.0
Anmo Reflexology - Surabaya,Surabaya,Anmo Reflexology,['Spa & Kebugaran (37)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d19266165-Reviews-Anmo_Reflexology-Surabaya_East_Java_Java.html,0.0
Tikala Shiatsu Family Massage & Reflexology - Surabaya,Surabaya,Tikala Shiatsu Family Massage & Reflexology,['Spa & Kebugaran (37)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d18928473-Reviews-Tikala_Shiatsu_Family_Massage_Reflexology-Surabaya_East_Java_Java.html,0.0
Kimochi Japanese Massage - Surabaya,Surabaya,Kimochi Japanese Massage,['Spa & Kebugaran (37)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d17816964-Reviews-Kimochi_Japanese_Massage-Surabaya_East_Java_Java.html,0.0
Club House Regency 21 - Surabaya,Surabaya,Club House Regency 21,['Spa & Kebugaran (37)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d15686685-Reviews-Club_House_Regency_21-Surabaya_East_Java_Java.html,0.0
Papillon Blu Wellness & Spa - Surabaya,Surabaya,Papillon Blu Wellness & Spa,['Spa & Kebugaran (37)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d15135113-Reviews-Papillon_Blu_Wellness_Spa-Surabaya_East_Java_Java.html,0.0
Food Junction - Surabaya,Surabaya,Food Junction,"['Hiburan & Permainan (19)', 'Wisata Alam & Taman (17)', 'Cocok untuk Anak-Anak (40)', 'Harga terjangkau (38)']",https://www.tripadvisor.co.id/Attraction_Review-g297715-d10283532-Reviews-Food_Junction-Surabaya_East_Java_Java.html,64.0
Taman Flora - Surabaya,Surabaya,Taman Flora,"['Hiburan & Permainan (19)', 'Wisata Alam & Taman (17)']",https://www.tripadvisor.co.id/Attraction_Review-g297715-d11836011-Reviews-Flora_Park-Surabaya_East_Java_Java.html,18.0
Trans Studio Mini - Surabaya,Surabaya,Trans Studio Mini,"['Hiburan & Permainan (19)', 'Wisata Alam & Taman (17)']",https://www.tripadvisor.co.id/Attraction_Review-g297715-d12643876-Reviews-Trans_Studio_Mini-Surabaya_East_Java_Java.html,27.0
Pusat Mendaki Class 5 Recreational - Surabaya,Surabaya,Pusat Mendaki Class 5 Recreational,"['Hiburan & Permainan (19)', 'Bagus Saat Hujan (36)', 'Cocok untuk Kelompok Besar (35)']",https://www.tripadvisor.co.id/Attraction_Review-g297715-d3202674-Reviews-Class_5_Recreational_Climbing_Center-Surabaya_East_Java_Java.html,20.0
Cinema XXI - Surabaya,Surabaya,Cinema XXI,"['Hiburan & Permainan (19)', 'Hiburan & Permainan (19)', 'Hiburan & Permainan (19)', 'Hiburan & Permainan (19)', 'Hiburan & Permainan (19)']",https://www.tripadvisor.co.id/Attraction_Review-g297715-d12079888-Reviews-Cinema_XXI-Surabaya_East_Java_Java.html,7.0
CGV Cinemas - Surabaya,Surabaya,CGV Cinemas,"['Hiburan & Permainan (19)', 'Hiburan & Permainan (19)']",https://www.tripadvisor.co.id/Attraction_Review-g297715-d12610674-Reviews-CGV_Cinemas-Surabaya_East_Java_Java.html,6.0
Go Bounce Surabaya - Surabaya,Surabaya,Go Bounce Surabaya,['Hiburan & Permainan (19)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d12864085-Reviews-Go_Bounce_Surabaya-Surabaya_East_Java_Java.html,1.0
Kidzoona - Surabaya,Surabaya,Kidzoona,['Hiburan & Permainan (19)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d17596919-Reviews-Kidzoona-Surabaya_East_Java_Java.html,1.0
AMPED Trampoline Park Surabaya - Surabaya,Surabaya,AMPED Trampoline Park Surabaya,['Hiburan & Permainan (19)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d12879239-Reviews-AMPED_Trampoline_Park_Surabaya-Surabaya_East_Java_Java.html,3.0
KidZania Surabaya - Surabaya,Surabaya,KidZania Surabaya,['Hiburan & Permainan (19)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d19929633-Reviews-KidZania_Surabaya-Surabaya_East_Java_Java.html,0.0
Kaswargan Indonesia - Surabaya,Surabaya,Kaswargan Indonesia,"['Hiburan & Permainan (19)', 'Kursus & Sanggar (5)']",https://www.tripadvisor.co.id/Attraction_Review-g297715-d19223128-Reviews-Kaswargan_Indonesia-Surabaya_East_Java_Java.html,0.0
Kidzoona Marvell City - Surabaya,Surabaya,Kidzoona Marvell City,['Hiburan & Permainan (19)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d17118232-Reviews-Kidzoona_Marvell_City-Surabaya_East_Java_Java.html,0.0
Rubix E-Sport - Surabaya,Surabaya,Rubix E-Sport,['Hiburan & Permainan (19)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d13557139-Reviews-Rubix_E_Sport-Surabaya_East_Java_Java.html,0.0
Taman Bungkul - Surabaya,Surabaya,Taman Bungkul,"['Wisata Alam & Taman (17)', 'Masuk Gratis (49)', 'Cocok untuk Anak-Anak (40)', 'Harga terjangkau (38)', 'Cocok untuk Kelompok Besar (35)', 'Cocok untuk Pasangan (23)']",https://www.tripadvisor.co.id/Attraction_Review-g297715-d3974881-Reviews-Bungkul_Park-Surabaya_East_Java_Java.html,873.0
Hutan Bambu dan Taman Sakura Keputih Sukolilo - Surabaya,Surabaya,Hutan Bambu dan Taman Sakura Keputih Sukolilo,"['Wisata Alam & Taman (17)', 'Masuk Gratis (49)', 'Cocok untuk Anak-Anak (40)', 'Harga terjangkau (38)']",https://www.tripadvisor.co.id/Attraction_Review-g297715-d8667163-Reviews-Hutan_Bambu_dan_Taman_Sakura_Keputih_Sukolilo-Surabaya_East_Java_Java.html,42.0
Taman Apsari - Surabaya,Surabaya,Taman Apsari,['Wisata Alam & Taman (17)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d12105676-Reviews-Apsari_Park-Surabaya_East_Java_Java.html,16.0
Sungai Kalimas - Surabaya,Surabaya,Sungai Kalimas,['Wisata Alam & Taman (17)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d4350879-Reviews-Kalimas_River-Surabaya_East_Java_Java.html,44.0
Hutan Pakal - Surabaya,Surabaya,Hutan Pakal,['Wisata Alam & Taman (17)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d9609017-Reviews-Pakal_Forest-Surabaya_East_Java_Java.html,8.0
Taman Jayengrono - Surabaya,Surabaya,Taman Jayengrono,['Wisata Alam & Taman (17)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d12105615-Reviews-Jayengrono_Park-Surabaya_East_Java_Java.html,5.0
Taman Mayangkara - Surabaya,Surabaya,Taman Mayangkara,['Wisata Alam & Taman (17)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d12105678-Reviews-Mayangkara_Park-Surabaya_East_Java_Java.html,6.0
Taman Surya - Surabaya,Surabaya,Taman Surya,['Wisata Alam & Taman (17)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d12199919-Reviews-Surya_Park-Surabaya_East_Java_Java.html,6.0
Taman Pelangi - Surabaya,Surabaya,Taman Pelangi,['Wisata Alam & Taman (17)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d12505618-Reviews-Pelangi_Park-Surabaya_East_Java_Java.html,5.0
Taman Ade Irma Suryani Nasution - Surabaya,Surabaya,Taman Ade Irma Suryani Nasution,['Wisata Alam & Taman (17)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d12199905-Reviews-Ade_Irma_Suryani_Nasution_Park-Surabaya_East_Java_Java.html,3.0
Taman Suroboyo - Surabaya,Surabaya,Taman Suroboyo,['Wisata Alam & Taman (17)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d18114528-Reviews-Suroboyo_Park-Surabaya_East_Java_Java.html,1.0
Kebun Binatang Surabaya (KBS) - Surabaya,Surabaya,Kebun Binatang Surabaya (KBS),"['Wisata Alam & Taman (17)', 'Cocok untuk Anak-Anak (40)']",https://www.tripadvisor.co.id/Attraction_Review-g297715-d1979093-Reviews-Surabaya_s_Zoo-Surabaya_East_Java_Java.html,322.0
Desperados Bar - Surabaya,Surabaya,Desperados Bar,['Hiburan malam (16)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d7159887-Reviews-Desperados_Bar-Surabaya_East_Java_Java.html,17.0
Our Bar - Surabaya,Surabaya,Our Bar,['Hiburan malam (16)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d6001751-Reviews-Our_Bar-Surabaya_East_Java_Java.html,14.0
15 Palms Pub and Sports Bar - Surabaya,Surabaya,15 Palms Pub and Sports Bar,['Hiburan malam (16)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d5508440-Reviews-15_Palms_Pub_and_Sports_Bar-Surabaya_East_Java_Java.html,8.0
Club Colours - Surabaya,Surabaya,Club Colours,['Hiburan malam (16)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d7159888-Reviews-Club_Colours-Surabaya_East_Java_Java.html,3.0
Cat's Pajamas - Surabaya,Surabaya,Cat's Pajamas,['Hiburan malam (16)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d12666980-Reviews-Cat_s_Pajamas-Surabaya_East_Java_Java.html,1.0
RUI Lounge & Bar - Surabaya,Surabaya,RUI Lounge & Bar,"['Hiburan malam (16)', 'Makanan & Minuman (10)']",https://www.tripadvisor.co.id/Attraction_Review-g297715-d7620116-Reviews-RUI_Lounge_Bar-Surabaya_East_Java_Java.html,3.0
Inul Vizta - Surabaya,Surabaya,Inul Vizta,['Hiburan malam (16)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d13162031-Reviews-Inul_Vizta-Surabaya_East_Java_Java.html,2.0
Anang Family Karaoke Surabaya - Surabaya,Surabaya,Anang Family Karaoke Surabaya,['Hiburan malam (16)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d14509481-Reviews-Anang_Family_Karaoke_Surabaya-Surabaya_East_Java_Java.html,1.0
Citilites Skyclub & Bistro - Surabaya,Surabaya,Citilites Skyclub & Bistro,['Hiburan malam (16)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d13162850-Reviews-Citilites_Skyclub_Bistro-Surabaya_East_Java_Java.html,1.0
Foreplay Club - Surabaya,Surabaya,Foreplay Club,['Hiburan malam (16)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d7159885-Reviews-Foreplay_Club-Surabaya_East_Java_Java.html,3.0
M1 Superclub - Surabaya,Surabaya,M1 Superclub,['Hiburan malam (16)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d10057131-Reviews-M1_Superclub-Surabaya_East_Java_Java.html,2.0
The Avenue Lounge Bar - Surabaya,Surabaya,The Avenue Lounge Bar,['Hiburan malam (16)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d13162869-Reviews-The_Avenue_Lounge_Bar-Surabaya_East_Java_Java.html,1.0
The MAJ Heritage Pub - Surabaya,Surabaya,The MAJ Heritage Pub,['Hiburan malam (16)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d13198646-Reviews-The_MAJ_Heritage_Pub-Surabaya_East_Java_Java.html,1.0
Asia Wisata Bintang Timur Tour & Travel - Surabaya,Surabaya,Asia Wisata Bintang Timur Tour & Travel,"['Hiburan malam (16)', 'Makanan & Minuman (10)', 'Kursus & Sanggar (5)']",https://www.tripadvisor.co.id/Attraction_Review-g297715-d21187413-Reviews-Asia_Wisata_Bintang_Timur_Tour_Travel-Surabaya_East_Java_Java.html,0.0
Pool Bar Shangri-La - Surabaya,Surabaya,Pool Bar Shangri-La,['Hiburan malam (16)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d13861770-Reviews-Pool_Bar_Shangri_La-Surabaya_East_Java_Java.html,0.0
Lobby Lounge Shangri-La - Surabaya,Surabaya,Lobby Lounge Shangri-La,['Hiburan malam (16)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d13861767-Reviews-Lobby_Lounge_Shangri_La-Surabaya_East_Java_Java.html,0.0
Museum Sampoerna - Surabaya,Surabaya,Museum Sampoerna,"['Museum (16)', 'Masuk Gratis (49)', 'Harga terjangkau (38)', 'Bagus Saat Hujan (36)', 'Cocok untuk Kelompok Besar (35)', 'Cocok untuk Pasangan (23)']",https://www.tripadvisor.co.id/Attraction_Review-g297715-d1744950-Reviews-Sampoerna_Museum-Surabaya_East_Java_Java.html,1457.0
Blockbuster Museum Surabaya - Surabaya,Surabaya,Blockbuster Museum Surabaya,['Museum (16)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d17484485-Reviews-Blockbuster_Museum_Surabaya-Surabaya_East_Java_Java.html,26.0
Museum 10 November - Surabaya,Surabaya,Museum 10 November,"['Museum (16)', 'Cocok untuk Anak-Anak (40)', 'Bagus Saat Hujan (36)']",https://www.tripadvisor.co.id/Attraction_Review-g297715-d11954900-Reviews-Museum_10_November-Surabaya_East_Java_Java.html,39.0
Museum Pendidikan Surabaya - Surabaya,Surabaya,Museum Pendidikan Surabaya,['Museum (16)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d19617416-Reviews-Museum_Pendidikan_Surabaya-Surabaya_East_Java_Java.html,2.0
Museum Surabaya - Surabaya,Surabaya,Museum Surabaya,"['Museum (16)', 'Masuk Gratis (49)', 'Cocok untuk Anak-Anak (40)', 'Bagus Saat Hujan (36)']",https://www.tripadvisor.co.id/Attraction_Review-g297715-d8066397-Reviews-Museum_Surabaya-Surabaya_East_Java_Java.html,55.0
Museum Mpu Tantular - Surabaya,Surabaya,Museum Mpu Tantular,"['Museum (16)', 'Bagus Saat Hujan (36)']",https://www.tripadvisor.co.id/Attraction_Review-g297715-d450885-Reviews-Museum_Mpu_Tantular-Surabaya_East_Java_Java.html,37.0
Museum Kesehatan Dr. Adhyatma MPH - Surabaya,Surabaya,Museum Kesehatan Dr. Adhyatma MPH,['Museum (16)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d10592811-Reviews-Museum_Kesehatan_Dr_Adhyatma_MPH-Surabaya_East_Java_Java.html,15.0
Museum Kanker Indonesia - Surabaya,Surabaya,Museum Kanker Indonesia,['Museum (16)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d7396023-Reviews-Indonesian_Cancer_Museum-Surabaya_East_Java_Java.html,20.0
Museum WR Soepratman - Surabaya,Surabaya,Museum WR Soepratman,['Museum (16)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d14081215-Reviews-Museum_WR_Soepratman-Surabaya_East_Java_Java.html,2.0
Museum Nahdlatul Ulama - Surabaya,Surabaya,Museum Nahdlatul Ulama,['Museum (16)'],https://www.tripadvisor.co.id/Attraction_Review-g297715-d14067676-Reviews-Museum_Nahdlatul_Ulama-Surabaya_East_Java_Java.html,3.0
